11:15:30,83.25
11:16:00,83.25
11:16:06,83.25
11:16:15,83.20
11:16:19,83.20
11:16:21,83.20
11:16:30,83.25
11:16:34,83.25
11:16:37,83.25
11:16:45,83.25
11:17:01,83.25
11:17:12,83.25
11:17:24,83.20
11:17:30,83.25
11:17:45,83.30
11:17:48,83.20
11:17:53,83.20
11:18:00,83.30
11:18:17,83.20
11:18:20,83.25
11:18:24,83.25
11:18:30,83.25
11:18:46,83.20
11:18:53,83.25
11:19:00,83.25
11:19:04,83.25
11:19:11,83.25
11:19:30,83.25
11:19:35,83.25
11:19:44,83.25
11:19:47,83.25
11:19:58,83.25
11:20:00,83.25
11:20:07,83.25
11:20:13,83.25
11:20:22,83.25
11:20:27,83.25
11:20:30,83.30
11:20:33,83.30
11:20:37,83.25
11:20:44,83.30
11:20:49,83.30
11:20:53,83.25
11:21:00,83.30
11:21:15,83.25
11:21:18,83.25
11:21:21,83.20
11:21:29,83.25
11:21:30,83.25
11:21:36,83.25
11:21:40,83.25
